EmpID;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
RM927;43;No;Travel_Rarely;Sales;4;4;Marketing;4;Female;2;3;Sales Executive;4;Single;10231;3;No;0;3;4;0;23;3;4;21;7;15;17
RM996;43;No;Travel_Rarely;Research & Development;6;3;Medical;1;Female;2;2;Research Scientist;3;Single;4081;1;Yes;0;3;1;0;20;3;1;20;7;1;8
RM1134;43;No;Travel_Rarely;Research & Development;27;3;Technical Degree;4;Male;4;1;Laboratory Technician;2;Divorced;4876;5;No;0;3;3;1;8;0;3;6;4;0;2
RM1186;43;No;Travel_Rarely;Research & Development;15;2;Life Sciences;3;Male;2;4;Research Director;3;Married;17603;1;No;0;4;1;1;14;3;3;14;10;6;11
RM1217;43;No;Travel_Rarely;Sales;2;3;Medical;4;Male;3;2;Sales Executive;4;Married;7847;1;Yes;0;3;1;1;10;3;3;10;9;8;8
RM1263;43;Yes;Travel_Frequently;Research & Development;17;3;Technical Degree;3;Male;2;1;Research Scientist;3;Married;2437;9;Yes;0;3;4;1;6;4;3;1;0;0;0
RM1270;43;No;Travel_Rarely;Human Resources;2;3;Life Sciences;2;Male;3;1;Human Resources;4;Single;3539;0;No;0;3;2;0;10;5;3;9;7;1;8
RM1294;43;No;Non-Travel;Research & Development;9;3;Life Sciences;1;Male;3;1;Research Scientist;3;Single;2438;4;No;0;3;3;0;7;2;2;3;2;1;2
RM1317;43;No;Travel_Frequently;Sales;2;4;Life Sciences;1;Male;3;2;Sales Executive;4;Married;5675;1;No;0;4;3;1;7;5;3;7;7;7;7
RM1331;43;No;Travel_Rarely;Research & Development;6;3;Medical;1;Female;2;5;Manager;3;Married;19392;7;No;0;3;4;0;21;2;3;16;12;6;14
RM1400;43;No;Travel_Rarely;Research & Development;11;3;Life Sciences;1;Male;3;3;Healthcare Representative;3;Married;7510;1;No;0;3;2;1;10;1;3;10;9;0;9
RM029;44;No;Travel_Rarely;Research & Development;7;4;Medical;1;Female;2;3;Healthcare Representative;4;Married;10248;3;No;0;3;4;1;24;4;3;22;6;5;
RM032;44;No;Travel_Rarely;Research & Development;10;4;Other;4;Male;3;2;Healthcare Representative;4;Married;6465;2;Yes;0;3;4;0;9;5;4;4;2;1;3
RM053;44;No;Travel_Rarely;Sales;1;5;Marketing;2;Female;3;2;Sales Executive;1;Divorced;5454;5;Yes;0;4;3;1;9;2;2;4;3;1;3
RM100;44;No;Non-Travel;Research & Development;23;3;Medical;2;Male;3;2;Laboratory Technician;2;Married;2042;4;No;0;3;3;1;17;3;4;3;2;1;2
RM287;44;Yes;Travel_Frequently;Research & Development;24;3;Life Sciences;4;Male;3;1;Laboratory Technician;3;Divorced;3161;3;Yes;0;4;4;1;19;0;1;1;0;0;0
RM494;44;No;Travel_Rarely;Human Resources;1;4;Life Sciences;1;Female;2;2;Human Resources;3;Single;5985;4;No;0;3;2;0;10;1;4;2;2;0;2
RM498;44;No;Travel_Rarely;Research & Development;3;4;Other;4;Male;3;5;Manager;4;Married;19513;4;Yes;0;3;1;1;26;2;4;2;2;0;1
RM544;44;No;Non-Travel;Research & Development;24;3;Medical;1;Male;1;1;Laboratory Technician;3;Single;3708;2;No;0;3;3;0;9;5;3;5;2;1;4
RM618;44;No;Travel_Rarely;Research & Development;4;3;Medical;4;Male;3;2;Healthcare Representative;2;Single;5933;9;No;0;3;4;0;10;2;2;5;2;2;3
RM632;44;No;Travel_Rarely;Research & Development;8;4;Life Sciences;1;Male;4;1;Laboratory Technician;4;Married;2818;2;Yes;0;4;3;1;10;2;2;3;2;0;2
RM659;44;No;Travel_Rarely;Research & Development;9;2;Life Sciences;2;Male;3;1;Research Scientist;1;Married;2559;1;Yes;0;3;4;0;8;0;3;8;7;7;1
RM751;44;No;Travel_Rarely;Sales;28;3;Medical;4;Female;4;4;Sales Executive;4;Married;13320;3;Yes;0;3;3;1;23;2;3;12;11;11;11
RM790;44;Yes;Travel_Rarely;Human Resources;1;2;Medical;2;Male;2;3;Human Resources;1;Married;10482;9;No;0;3;4;1;24;1;3;20;6;3;6
RM858;44;Yes;Travel_Rarely;Research & Development;10;4;Life Sciences;3;Male;3;1;Research Scientist;3;Single;2936;1;Yes;0;3;3;0;6;4;3;6;4;0;2
RM863;44;No;Non-Travel;Research & Development;17;3;Life Sciences;4;Male;1;1;Research Scientist;3;Single;2290;2;No;0;3;4;0;6;3;3;0;0;0;0
RM876;44;No;Travel_Rarely;Research & Development;29;4;Other;4;Male;3;2;Research Scientist;4;Single;4541;1;No;0;4;2;0;20;3;3;20;11;13;17
RM892;44;No;Travel_Rarely;Research & Development;2;1;Life Sciences;1;Female;4;1;Research Scientist;4;Married;2011;1;No;0;3;4;1;10;5;3;10;5;7;7
RM908;44;No;Travel_Rarely;Sales;5;3;Marketing;2;Male;3;5;Manager;2;Married;18213;7;No;0;3;3;1;26;5;3;22;9;3;10
RM923;44;No;Travel_Rarely;Research & Development;4;2;Life Sciences;3;Male;4;5;Manager;1;Divorced;19190;1;No;0;3;4;2;26;4;2;25;9;14;13
RM929;44;Yes;Travel_Rarely;Research & Development;15;3;Medical;1;Female;3;3;Healthcare Representative;4;Married;7978;1;No;0;3;4;1;10;2;3;10;7;0;5
RM954;44;Yes;Travel_Rarely;Research & Development;3;3;Life Sciences;1;Male;3;1;Laboratory Technician;1;Married;2362;4;No;0;3;3;0;10;4;4;3;2;1;2
RM1043;44;No;Non-Travel;Research & Development;5;3;Life Sciences;3;Male;2;1;Laboratory Technician;3;Single;3162;3;No;0;3;4;0;7;5;3;5;2;0;3
RM1047;44;No;Travel_Rarely;Research & Development;20;3;Life Sciences;4;Male;3;1;Research Scientist;2;Single;3420;1;No;0;3;3;0;6;3;2;5;2;1;3
RM1052;44;No;Travel_Frequently;Sales;1;5;Marketing;1;Female;3;2;Sales Executive;3;Married;4768;7;No;0;3;3;1;11;4;2;1;0;0;0
RM1063;44;No;Travel_Frequently;Research & Development;2;1;Medical;2;Male;3;3;Manufacturing Director;3;Single;10209;5;Yes;0;3;2;0;16;2;2;2;2;2;2
RM1079;44;No;Travel_Rarely;Research & Development;28;3;Life Sciences;4;Male;3;4;Research Director;1;Married;16328;3;No;0;3;3;1;24;1;4;20;6;14;17
RM1141;44;No;Travel_Rarely;Research & Development;7;3;Medical;2;Female;3;5;Research Director;4;Divorced;19049;0;Yes;0;3;4;1;23;4;2;22;7;1;10
RM1166;44;No;Travel_Frequently;Human Resources;1;5;Human Resources;1;Male;3;2;Human Resources;4;Married;5743;4;Yes;0;3;3;0;14;3;3;10;7;0;2
RM1201;44;No;Travel_Rarely;Human Resources;1;3;Life Sciences;3;Female;3;1;Human Resources;4;Divorced;3195;4;Yes;0;3;1;3;8;2;3;2;2;2;2
RM1215;44;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;4;3;Healthcare Representative;4;Married;7879;1;Yes;0;3;2;1;9;2;3;8;7;6;7
RM1280;44;Yes;Travel_Frequently;Research & Development;1;2;Medical;3;Male;3;1;Research Scientist;2;Divorced;2342;1;Yes;0;3;3;3;6;2;2;5;3;2;3
RM1353;44;No;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Male;4;2;Healthcare Representative;1;Married;5033;2;No;0;3;4;1;10;5;3;2;0;2;2
RM1436;44;No;Travel_Rarely;Research & Development;1;3;Medical;2;Male;3;1;Research Scientist;4;Single;2436;6;Yes;0;3;3;0;6;2;3;4;3;1;2
RM068;45;No;Travel_Rarely;Research & Development;7;3;Life Sciences;2;Male;3;3;Research Scientist;1;Divorced;9724;2;No;0;3;3;1;25;2;3;1;0;0;0
RM078;45;No;Travel_Rarely;Research & Development;6;4;Other;4;Male;3;3;Research Director;1;Married;13245;4;Yes;0;3;2;0;17;3;4;0;0;0;
RM142;45;No;Travel_Rarely;Research & Development;29;3;Medical;3;Male;3;1;Research Scientist;4;Single;3452;5;No;0;3;2;0;9;2;2;6;5;0;
RM154;45;No;Travel_Rarely;Research & Development;9;3;Life Sciences;2;Male;3;2;Laboratory Technician;2;Divorced;2348;8;No;0;3;3;1;20;2;1;17;9;0;15
RM175;45;No;Travel_Rarely;Sales;4;2;Life Sciences;3;Female;3;2;Sales Executive;1;Divorced;5006;4;Yes;0;3;1;1;9;3;4;5;4;0;3
RM195;45;No;Non-Travel;Research & Development;2;2;Medical;1;Male;2;4;Manager;4;Married;16792;9;No;0;4;4;1;22;1;3;20;8;11;8
RM219;45;No;Non-Travel;Sales;6;3;Medical;4;Female;2;3;Sales Executive;4;Single;8865;6;No;0;3;4;0;23;2;3;19;7;12;8
RM245;45;No;Travel_Rarely;Research & Development;1;3;Other;3;Male;4;5;Manager;4;Married;19202;0;No;0;3;3;1;25;2;3;24;0;1;7
RM250;45;No;Travel_Frequently;Research & Development;7;4;Life Sciences;1;Male;4;2;Manufacturing Director;3;Married;6434;4;No;0;3;4;1;9;1;3;3;2;0;
RM269;45;No;Travel_Rarely;Research & Development;20;2;Medical;3;Male;3;4;Healthcare Representative;4;Married;13496;0;Yes;0;3;2;0;21;2;3;20;7;4;10
RM312;45;No;Travel_Frequently;Research & Development;7;3;Life Sciences;1;Male;3;3;Laboratory Technician;1;Divorced;5210;1;No;0;3;1;1;24;2;3;24;9;9;11
RM335;45;No;Travel_Rarely;Research & Development;8;4;Other;4;Male;3;2;Research Scientist;4;Married;3697;9;No;0;3;1;2;12;3;3;10;9;9;8
RM408;45;No;Travel_Rarely;Research & Development;10;2;Life Sciences;1;Male;3;1;Research Scientist;4;Married;2654;3;No;0;4;4;2;8;3;2;2;2;0;
RM453;45;No;Travel_Rarely;Sales;2;3;Other;4;Male;3;2;Sales Executive;2;Married;4805;0;No;0;3;2;1;9;3;4;8;7;3;7
RM505;45;Yes;Travel_Frequently;Sales;26;4;Life Sciences;1;Female;3;2;Sales Executive;1;Married;4286;2;No;0;3;4;2;5;4;3;1;1;0;0
RM565;45;No;Travel_Rarely;Sales;2;2;Technical Degree;2;Male;1;2;Sales Representative;3;Single;6632;0;No;0;3;1;0;9;3;3;8;7;3;1
RM604;45;No;Travel_Rarely;Research & Development;2;3;Life Sciences;2;Female;2;1;Research Scientist;3;Single;2274;1;No;0;3;4;0;1;3;3;1;0;0;0
RM626;45;No;Travel_Rarely;Sales;9;3;Marketing;4;Male;3;3;Sales Executive;1;Divorced;10761;4;Yes;0;3;3;1;18;2;3;5;4;0;2
RM697;45;No;Non-Travel;Research & Development;4;2;Life Sciences;3;Male;3;2;Laboratory Technician;2;Married;4447;1;No;0;3;2;0;9;5;2;9;7;0;8
RM714;45;No;Travel_Rarely;Research & Development;1;4;Medical;4;Female;3;1;Laboratory Technician;4;Divorced;2270;3;No;0;3;4;2;8;2;3;5;3;0;2
RM719;45;No;Non-Travel;Research & Development;23;2;Life Sciences;4;Male;3;2;Laboratory Technician;1;Married;3633;1;Yes;0;3;3;1;9;2;3;9;8;0;8
RM756;45;No;Travel_Rarely;Sales;11;2;Life Sciences;4;Female;3;4;Manager;4;Married;17650;3;No;0;3;2;1;26;4;4;9;3;1;1
RM760;45;No;Travel_Rarely;Human Resources;24;4;Medical;2;Male;3;1;Human Resources;2;Single;2177;1;No;0;3;1;0;6;3;3;6;3;0;4
RM806;45;No;Non-Travel;Sales;9;4;Life Sciences;2;Female;2;2;Sales Executive;3;Married;5593;1;No;0;3;4;1;15;2;3;15;10;4;12
RM855;45;No;Travel_Rarely;Research & Development;7;3;Medical;1;Female;3;1;Research Scientist;3;Married;4477;4;Yes;0;3;3;1;7;2;2;3;2;0;2
RM914;45;Yes;Travel_Rarely;Sales;2;3;Marketing;1;Female;1;5;Manager;2;Single;18824;2;Yes;0;3;1;0;26;2;3;24;10;1;11
RM937;45;No;Travel_Frequently;Research & Development;25;3;Medical;2;Female;3;5;Manager;2;Single;18061;3;No;0;4;3;0;22;4;3;0;0;0;0
RM1035;45;No;Travel_Rarely;Research & Development;20;3;Medical;2;Male;1;3;Healthcare Representative;1;Divorced;10851;2;Yes;0;3;2;1;24;2;3;7;7;0;7
RM1038;45;No;Travel_Rarely;Research & Development;29;3;Technical Degree;2;Male;3;3;Manufacturing Director;4;Married;9380;4;Yes;0;3;4;2;10;4;4;3;1;1;2
RM1093;45;No;Travel_Rarely;Research & Development;28;3;Technical Degree;4;Male;3;1;Research Scientist;4;Married;2132;4;No;0;4;4;1;8;3;3;5;4;0;3
RM1100;45;No;Travel_Rarely;Research & Development;1;4;Technical Degree;1;Male;3;3;Healthcare Representative;2;Divorced;7441;1;No;0;3;1;3;10;4;3;10;8;7;7
RM1143;45;No;Travel_Rarely;Research & Development;5;5;Medical;3;Female;1;2;Laboratory Technician;1;Single;5769;1;Yes;0;3;1;0;10;3;3;10;7;1;4
RM1144;45;No;Non-Travel;Sales;26;3;Marketing;1;Male;2;2;Sales Executive;1;Married;4385;1;No;0;3;1;1;10;2;3;10;7;4;5
RM1161;45;No;Travel_Rarely;Research & Development;2;2;Other;4;Female;2;2;Manufacturing Director;4;Divorced;5770;1;No;0;3;1;2;10;3;3;10;7;3;9
RM1222;45;No;Non-Travel;Research & Development;1;1;Life Sciences;3;Male;2;3;Healthcare Representative;3;Married;10748;3;No;0;4;4;1;25;3;2;23;15;14;4
RM1226;45;No;Travel_Rarely;Research & Development;28;2;Technical Degree;4;Female;2;4;Research Director;2;Single;16704;1;No;0;3;3;0;21;2;3;21;6;8;6
RM1244;45;No;Travel_Rarely;Human Resources;4;3;Life Sciences;3;Female;1;3;Human Resources;3;Married;9756;4;No;0;4;3;2;9;2;4;5;0;0;3
RM1315;45;No;Non-Travel;Sales;2;4;Life Sciences;3;Female;3;2;Sales Executive;3;Married;5154;4;No;0;4;2;2;10;3;4;8;7;5;7
RM1347;45;No;Travel_Rarely;Research & Development;25;2;Life Sciences;2;Female;2;2;Manufacturing Director;4;Married;5906;0;No;0;3;4;2;10;2;2;9;8;3;8
RM1363;45;No;Travel_Frequently;Research & Development;1;4;Medical;2;Male;3;2;Healthcare Representative;3;Single;5399;4;No;0;3;3;0;12;3;3;4;2;0;3
RM1455;45;No;Travel_Rarely;Sales;20;3;Life Sciences;4;Female;3;2;Sales Executive;3;Single;4850;8;No;0;3;3;0;8;3;3;5;3;0;1
RM030;46;No;Travel_Rarely;Sales;2;4;Marketing;2;Female;3;5;Manager;1;Single;18947;3;No;0;3;4;0;22;2;2;2;2;2;
RM049;46;No;Travel_Frequently;Sales;5;4;Marketing;1;Male;3;2;Sales Executive;4;Single;5772;4;Yes;0;4;3;0;14;4;3;9;6;0;8
RM080;46;No;Travel_Rarely;Human Resources;5;2;Medical;2;Male;3;2;Human Resources;2;Divorced;5021;8;Yes;0;4;4;1;16;2;3;4;2;0;2
RM090;46;Yes;Travel_Rarely;Sales;9;2;Medical;3;Male;2;3;Sales Executive;4;Single;9619;1;No;0;3;4;0;9;3;3;9;8;4;7
RM094;46;No;Travel_Frequently;Research & Development;1;3;Medical;3;Male;2;3;Healthcare Representative;1;Married;10673;2;Yes;0;3;3;1;21;5;2;10;9;9;5
RM179;46;No;Travel_Rarely;Sales;1;2;Marketing;2;Female;3;3;Sales Executive;1;Divorced;10453;1;No;0;4;3;3;24;2;3;24;13;15;7
RM210;46;No;Travel_Rarely;Research & Development;1;4;Medical;4;Male;3;3;Healthcare Representative;1;Divorced;9396;7;No;0;3;3;1;17;3;3;4;2;0;
RM264;46;No;Travel_Rarely;Sales;2;3;Technical Degree;3;Female;1;4;Manager;2;Married;16872;3;Yes;0;3;2;1;28;2;2;7;7;7;7
RM366;46;No;Non-Travel;Research & Development;7;4;Medical;3;Female;3;2;Manufacturing Director;3;Married;5258;2;No;0;3;3;0;7;2;4;1;0;0;0
RM413;46;No;Travel_Rarely;Research & Development;18;3;Medical;3;Female;3;2;Manufacturing Director;3;Divorced;4810;2;No;0;3;3;1;19;5;2;10;7;0;8
RM430;46;No;Travel_Rarely;Research & Development;2;3;Life Sciences;1;Male;3;4;Research Director;3;Married;17861;6;No;0;3;3;0;26;2;1;3;2;0;1
RM434;46;No;Travel_Rarely;Sales;10;3;Marketing;3;Female;2;3;Sales Executive;4;Married;9071;2;Yes;0;3;3;1;15;3;3;3;2;1;2
RM466;46;No;Travel_Frequently;Research & Development;18;1;Medical;1;Female;3;3;Healthcare Representative;3;Married;10527;5;No;0;3;4;0;28;3;2;2;2;1;2
RM724;46;No;Travel_Rarely;Research & Development;7;2;Medical;4;Male;3;3;Manufacturing Director;3;Divorced;10845;6;No;0;3;2;1;13;3;3;8;7;0;7
RM771;46;No;Travel_Rarely;Research & Development;1;4;Medical;4;Male;3;5;Research Director;4;Divorced;19627;9;No;0;3;4;2;23;0;3;2;2;2;2
RM779;46;No;Travel_Rarely;Research & Development;8;4;Life Sciences;4;Female;2;2;Research Scientist;1;Divorced;4615;8;Yes;0;4;1;3;19;2;3;16;13;1;7
RM811;46;No;Travel_Rarely;Sales;3;1;Marketing;1;Male;3;4;Manager;3;Married;17465;3;No;0;3;4;1;23;3;3;12;9;4;9
RM862;46;No;Travel_Rarely;Sales;2;3;Marketing;3;Female;3;4;Manager;1;Married;17048;8;No;0;4;1;0;28;2;3;26;15;15;9
RM870;46;No;Travel_Rarely;Research & Development;15;2;Life Sciences;4;Male;3;5;Research Director;2;Married;19081;5;No;0;3;1;1;25;2;3;4;2;0;3
RM878;46;No;Travel_Rarely;Research & Development;2;4;Technical Degree;4;Male;3;2;Manufacturing Director;4;Divorced;7379;2;No;0;3;3;1;12;3;2;6;3;1;4
RM917;46;No;Travel_Rarely;Sales;4;2;Marketing;4;Female;2;5;Manager;2;Married;18789;2;No;0;3;3;1;26;2;3;11;4;0;8
RM944;46;No;Travel_Rarely;Human Resources;1;2;Life Sciences;4;Female;3;1;Human Resources;1;Single;3423;6;No;0;3;3;0;10;3;4;7;6;5;7
RM1032;46;Yes;Travel_Rarely;Sales;9;3;Marketing;1;Male;3;3;Sales Executive;4;Divorced;10096;4;No;0;3;1;1;28;1;4;7;7;4;3
RM1081;46;No;Travel_Rarely;Sales;3;3;Life Sciences;3;Female;3;4;Manager;2;Married;16606;8;No;0;3;4;1;23;2;4;13;12;5;1
RM1136;46;No;Travel_Rarely;Sales;1;4;Life Sciences;4;Male;4;4;Manager;1;Single;17567;1;No;0;3;2;0;27;5;1;26;0;0;12
RM1232;46;No;Travel_Rarely;Research & Development;13;4;Life Sciences;3;Male;3;2;Healthcare Representative;2;Single;5562;6;No;0;3;4;0;19;3;3;10;7;0;9
RM1236;46;No;Travel_Rarely;Sales;2;3;Life Sciences;3;Male;3;3;Sales Executive;4;Divorced;10368;4;Yes;0;3;2;1;13;5;2;10;6;0;3
RM1278;46;No;Travel_Rarely;Research & Development;2;4;Medical;3;Male;3;5;Research Director;4;Divorced;19328;7;Yes;0;3;3;1;24;3;3;2;1;2;2
RM1286;46;No;Non-Travel;Sales;26;2;Life Sciences;2;Male;2;2;Sales Executive;2;Single;7991;8;No;0;3;3;0;6;3;3;2;2;2;2
RM1299;46;Yes;Travel_Rarely;Research & Development;21;2;Medical;4;Female;3;2;Healthcare Representative;2;Married;8926;4;No;0;4;4;1;13;2;4;9;7;3;7
RM1323;46;No;Travel_Rarely;Research & Development;2;2;Life Sciences;4;Male;3;3;Manufacturing Director;4;Divorced;8578;3;No;0;3;3;1;12;4;2;9;8;4;7
RM1328;46;No;Travel_Rarely;Sales;3;3;Technical Degree;1;Female;4;4;Sales Executive;1;Divorced;13225;2;No;0;3;4;1;25;5;3;19;17;2;8
RM1334;46;Yes;Travel_Rarely;Sales;10;3;Life Sciences;3;Female;3;3;Sales Executive;2;Married;7314;5;No;0;4;3;3;14;2;3;8;7;0;7
RM272;47;Yes;Non-Travel;Research & Development;29;4;Life Sciences;1;Male;3;3;Manager;2;Married;11849;1;Yes;0;3;4;1;10;2;2;10;7;9;9
RM330;47;No;Travel_Rarely;Research & Development;5;5;Life Sciences;4;Male;3;5;Research Director;3;Married;18300;4;No;0;3;2;1;21;2;3;3;2;1;1
RM348;47;No;Travel_Frequently;Sales;4;1;Medical;2;Male;3;2;Sales Representative;3;Single;2976;3;No;0;3;1;0;5;3;3;0;0;0;0
RM429;47;No;Travel_Rarely;Research & Development;2;2;Medical;1;Female;3;2;Manufacturing Director;4;Divorced;5070;5;No;0;3;3;3;20;2;3;5;0;0;4
RM533;47;No;Travel_Rarely;Sales;14;4;Marketing;4;Male;3;2;Sales Executive;1;Single;4960;2;No;0;3;4;0;20;2;3;7;7;1;7
RM545;47;No;Travel_Frequently;Sales;3;3;Medical;4;Female;3;4;Sales Executive;3;Divorced;13770;9;Yes;0;3;4;2;28;2;2;22;2;11;13
RM567;47;Yes;Travel_Frequently;Sales;27;2;Life Sciences;2;Female;4;2;Sales Executive;3;Single;6397;4;Yes;0;3;4;0;8;2;3;5;4;1;3
RM593;47;No;Travel_Rarely;Research & Development;2;2;Other;3;Female;3;4;Manager;4;Married;16752;1;Yes;0;3;3;1;26;3;2;26;14;3;0
RM652;47;No;Travel_Rarely;Sales;2;2;Marketing;3;Female;3;2;Sales Executive;4;Married;4537;0;Yes;0;4;1;1;8;2;3;7;6;7;7
RM666;47;No;Travel_Rarely;Sales;2;4;Life Sciences;4;Female;2;1;Sales Representative;4;Single;3294;1;Yes;0;3;1;0;3;3;2;3;2;1;2
RM708;47;No;Travel_Frequently;Research & Development;16;4;Medical;3;Male;4;2;Manufacturing Director;3;Divorced;5067;1;Yes;0;3;3;0;20;3;4;19;10;2;7
RM720;47;No;Travel_Rarely;Sales;4;2;Life Sciences;4;Female;3;2;Sales Executive;4;Single;4163;1;Yes;0;3;3;0;9;0;3;9;0;0;7
RM1021;47;No;Travel_Rarely;Research & Development;1;3;Technical Degree;1;Male;3;1;Research Scientist;4;Married;3420;7;No;0;3;3;1;17;2;2;6;5;1;2
RM1025;47;No;Travel_Rarely;Research & Development;2;4;Medical;1;Female;3;4;Research Director;3;Married;17169;3;No;0;3;2;2;26;2;4;20;17;5;6
RM1068;47;No;Travel_Rarely;Sales;14;3;Medical;3;Female;3;2;Sales Executive;3;Married;4591;3;Yes;0;3;3;1;11;4;2;5;4;1;2
RM1155;47;No;Travel_Rarely;Human Resources;26;4;Life Sciences;4;Female;3;5;Manager;3;Married;19658;3;No;0;3;3;1;27;2;3;5;2;1;0
RM1195;47;No;Travel_Rarely;Sales;2;4;Life Sciences;2;Female;4;4;Manager;2;Divorced;15972;6;No;0;3;3;3;29;2;3;3;2;1;2
RM1224;47;Yes;Travel_Frequently;Sales;9;3;Life Sciences;3;Male;1;4;Sales Executive;3;Married;12936;7;No;0;3;3;0;25;3;1;23;5;14;10
RM1235;47;No;Non-Travel;Sales;2;4;Marketing;3;Male;3;2;Sales Executive;2;Married;4978;7;No;0;3;4;1;4;3;1;1;0;0;0
RM1304;47;No;Travel_Rarely;Research & Development;4;3;Life Sciences;3;Female;2;3;Manufacturing Director;2;Divorced;10333;8;Yes;0;3;3;1;28;4;3;22;11;14;10
RM1322;47;No;Travel_Rarely;Research & Development;9;4;Life Sciences;2;Female;3;1;Laboratory Technician;3;Single;2105;4;No;0;3;3;0;7;2;3;2;2;2;0
RM1371;47;No;Non-Travel;Research & Development;14;4;Technical Degree;3;Male;3;2;Research Scientist;2;Married;5467;8;No;0;3;3;1;16;4;4;8;7;1;7
RM1415;47;No;Travel_Rarely;Research & Development;25;3;Medical;1;Male;3;3;Healthcare Representative;3;Single;8633;2;No;0;4;2;0;25;3;3;17;14;12;11
RM1422;47;No;Non-Travel;Research & Development;1;1;Medical;3;Female;3;3;Research Director;2;Married;11957;0;No;0;3;1;2;14;3;1;13;8;5;12
RM051;48;Yes;Travel_Rarely;Research & Development;1;2;Life Sciences;1;Male;2;3;Laboratory Technician;3;Single;5381;9;Yes;0;3;4;0;23;2;3;1;0;0;0
RM353;48;No;Travel_Rarely;Sales;29;1;Medical;1;Female;3;3;Manager;3;Married;12504;3;No;0;4;2;1;15;3;1;0;0;0;0
RM445;48;No;Travel_Rarely;Sales;2;5;Marketing;2;Female;3;2;Sales Executive;4;Married;4051;2;No;0;3;1;1;14;2;3;9;7;6;7
RM493;48;No;Travel_Rarely;Research & Development;1;4;Life Sciences;4;Female;2;4;Manager;1;Married;15402;7;No;0;3;1;1;21;3;1;3;2;0;2
RM521;48;No;Travel_Rarely;Sales;2;1;Marketing;2;Male;4;2;Sales Executive;2;Married;8120;3;No;0;3;4;0;12;3;3;2;2;2;2
RM679;48;No;Travel_Rarely;Research & Development;20;4;Medical;4;Male;3;1;Research Scientist;3;Married;2259;4;No;0;3;1;2;13;2;2;0;0;0;0
RM736;48;No;Travel_Rarely;Research & Development;6;3;Life Sciences;1;Male;2;2;Healthcare Representative;3;Single;4240;2;No;0;3;4;0;19;0;3;2;2;2;2
RM737;48;No;Travel_Rarely;Research & Development;4;4;Life Sciences;3;Male;2;3;Healthcare Representative;3;Single;10999;7;No;0;3;2;0;27;3;3;15;11;4;8
RM805;48;No;Non-Travel;Research & Development;1;4;Medical;1;Male;4;4;Manager;4;Single;16885;2;No;0;4;3;0;27;3;2;5;4;2;1
RM902;48;No;Travel_Rarely;Research & Development;2;2;Technical Degree;4;Male;4;1;Laboratory Technician;2;Single;2559;5;No;0;3;3;0;7;4;2;1;0;0;0
RM905;48;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;2;5;Research Director;4;Single;18265;6;No;0;3;3;0;25;3;4;1;0;0;0
RM970;48;No;Travel_Rarely;Research & Development;4;3;Life Sciences;4;Male;3;3;Manufacturing Director;4;Single;7898;1;No;0;3;3;0;11;2;3;10;9;0;8
RM1039;48;No;Travel_Rarely;Sales;7;3;Marketing;3;Male;3;2;Sales Executive;1;Divorced;5486;4;No;0;3;1;3;15;3;3;2;2;2;2
RM1104;48;No;Travel_Rarely;Sales;16;4;Life Sciences;3;Female;3;2;Sales Executive;3;Divorced;6439;8;No;0;3;3;1;18;2;3;8;7;7;7
RM1115;48;No;Travel_Rarely;Research & Development;15;4;Other;3;Female;3;1;Research Scientist;1;Married;2367;8;No;0;3;4;1;10;3;2;8;2;7;6
RM1167;48;No;Travel_Frequently;Research & Development;4;5;Medical;3;Male;2;4;Manager;4;Married;15202;2;No;0;4;2;1;23;3;3;2;2;2;2
RM1205;48;Yes;Travel_Frequently;Sales;7;2;Medical;4;Female;3;1;Sales Representative;3;Married;2655;2;Yes;0;3;3;2;19;3;3;9;7;7;7
RM1332;48;No;Travel_Rarely;Research & Development;10;3;Life Sciences;4;Male;2;5;Research Director;2;Married;19665;4;No;0;3;4;0;29;3;3;22;10;12;9
RM1352;48;No;Travel_Frequently;Research & Development;22;3;Medical;4;Female;3;4;Manager;4;Divorced;17174;3;No;0;3;2;1;24;3;3;22;17;4;7
RM002;49;No;Travel_Frequently;Research & Development;8;1;Life Sciences;3;Male;2;2;Research Scientist;2;Married;5130;1;No;0;4;4;1;10;3;3;10;7;1;7
RM130;49;No;Travel_Rarely;Research & Development;20;4;Medical;3;Female;3;2;Manufacturing Director;1;Married;6567;1;No;0;3;3;0;16;2;2;15;11;5;11
RM202;49;No;Non-Travel;Research & Development;18;4;Life Sciences;4;Male;3;2;Manufacturing Director;4;Divorced;6804;1;Yes;0;3;1;2;7;0;3;7;7;1;7
RM291;49;No;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Female;3;5;Research Director;1;Single;18665;9;Yes;0;3;4;0;22;4;3;3;2;1;2
